D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_18.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_19.png,10650
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_20.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_21.png,01 5.173MT
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_22.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_23.png,3218429DBO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_24.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_25.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_26.png,10950
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_27.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_28.png,01 5.303MT
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_29.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_30.png,3218429DFO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_31.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_32.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_33.png,10950
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_34.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_35.png,01 5.303MT
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_36.png,5
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_37.png,3218429DAO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_38.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_39.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_40.png,10950
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_41.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_42.png,01 5.303MT
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_43.png,6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_44.png,3218428BFO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_45.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_46.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_47.png,115550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_48.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_49.png,01 6.00PM
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_50.png,7
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_56.png,32.796
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_57.png,8
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_58.png,2218389DAO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_59.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_60.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_61.png,11550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_62.png,E350C
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_63.png,01 6.00
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_64.png,9
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_65.png,3218429CFO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_66.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_67.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_68.png,10650
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_69.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_70.png,01 5.173
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_71.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_72.png,3218429CBO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_73.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_74.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_75.png,10650
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_76.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_77.png,01 5.173
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_78.png,11
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_79.png,3218429CEO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_80.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_81.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_82.png,10650
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_83.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_84.png,01 49.767
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_85.png,12
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_86.png,3218389BFO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_87.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_88.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_89.png,11550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_90.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_91.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_92.png,13
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_93.png,3218428AAO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_94.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_95.png,2550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_96.png,11550
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_97.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_98.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_99.png,14
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_106.png,15
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_113.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_120.png,17
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_127.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_134.png,19
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_141.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_148.png,21
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_155.png,22
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_162.png,23
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_169.png,24
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_176.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\cell\cell_183.png,26
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_1.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_2.png,Thick
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_3.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_4.png,Quality Remark
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_5.png,1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_6.png,3419427DCA
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_7.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_8.png,1500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_9.png,6300
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_10.png,E250C
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_11.png,6 pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_12.png,2
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_13.png,3419427CCC
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_14.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_15.png,1500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_16.png,6300
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_17.png,E250C
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_18.png,7 pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_19.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_20.png,3419427CCA
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_21.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_22.png,1500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_23.png,6300
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_24.png,E250C
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_25.png,10 pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_26.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_27.png,2419694DCC
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_28.png,6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_29.png,1500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_30.png,6300
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_31.png,E250C
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_32.png,9 pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_33.png,5
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_40.png,6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_47.png,7
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_54.png,8
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_61.png,9
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_68.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_75.png,11
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_82.png,12
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_89.png,13
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_96.png,14
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_101.png,total
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_102.png,32 pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_103.png,15
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_110.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_117.png,17
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_124.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_131.png,19
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_147.png,22
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_153.png,23
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_159.png,24
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_164.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (1)\cell_168.png,26
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_1.png,S.No.
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_2.png,Plate ID
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_3.png,Thick
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_4.png,Width
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_5.png,Length
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_6.png,Unique ID
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_7.png,Quality Remark
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_8.png,1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_9.png,2419564BDO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_10.png,38
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_11.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_12.png,10700
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_13.png,537-CL1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_14.png,2
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_15.png,3419303BDO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_16.png,38
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_17.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_18.png,10700
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_19.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_20.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_21.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_22.png,2419562CAO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_23.png,38
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_24.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_25.png,10700
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_26.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_27.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_28.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_29.png,2419560DDO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_30.png,38
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_31.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_32.png,10700
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_33.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_34.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_35.png,5
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_42.png,6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_48.png,7
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_54.png,8
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_61.png,9
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_71.png,total
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_72.png,04
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_83.png,13
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_84.png,EF6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_105.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_112.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_122.png,22
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_128.png,23
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_134.png,24
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_140.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (3)\cell_146.png,26
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (4)\cell_1.png,S.No.
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (4)\cell_2.png,Plate ID
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (4)\cell_3.png,Thick
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (4)\cell_4.png,Width
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (4)\cell_5.png,Length
